City_ID,Cities,Country,Date,Max Temp,Lat,Lng,Humidity,Wind Speed,Cloudiness
283,makakilo city,US,5/22/20,75.2,21.35,-158.09,88,4.7,75
284,padang,ID,5/22/20,80.98,-0.95,100.35,71,4.47,100
285,makokou,GA,5/22/20,79.92,0.57,12.86,89,0.83,88
286,kirensk,RU,5/22/20,54.99,57.79,108.11,49,3.69,69
287,tabas,IR,5/22/20,96.8,33.6,56.92,9,6.93,0
288,hadejia,NG,5/22/20,102.51,12.45,10.04,17,2.08,32
289,butaritari,KI,5/22/20,82.99,3.07,172.79,80,13.69,100
290,cocorit,MX,5/22/20,69.8,27.58,-109.97,32,4.32,5
291,dikson,RU,5/22/20,41.7,73.51,80.55,89,12.95,100
292,santa marta,CO,5/22/20,87.8,11.24,-74.2,70,5.82,98
293,marsa matruh,EG,5/22/20,73.4,31.35,27.25,64,12.75,20
294,ojinaga,MX,5/22/20,81,29.57,-104.42,11,3.36,1
295,iracoubo,GF,5/22/20,81.86,5.48,-53.2,79,10.94,94
296,nivala,FI,5/22/20,59,63.92,24.97,29,5.99,0
297,yulara,AU,5/22/20,48.2,-25.24,130.99,42,4.7,0
298,launceston,AU,5/22/20,37.99,-41.45,147.17,93,6.93,0
299,fruitvale,US,5/22/20,60.01,39.08,-108.5,26,16.11,1
300,ngunguru,NZ,5/22/20,48.99,-35.62,174.5,89,5.99,21
301,sao joao da barra,BR,5/22/20,78.8,-21.64,-41.05,65,6.93,0
302,khani,GE,5/22/20,66.2,41.96,42.96,82,21.92,90
303,along,IN,5/22/20,70.3,28.17,94.77,72,1.9,62
304,sao geraldo do araguaia,BR,5/22/20,85.98,-6.4,-48.55,69,5.95,6
305,chizhou,CN,5/22/20,70.3,30.66,117.48,81,4.25,0
306,taquari,BR,5/22/20,70,-29.8,-51.86,91,3.29,100
307,provideniya,RU,5/22/20,34.61,64.38,-173.3,91,10.98,100
308,marrakesh,MA,5/22/20,96.8,31.63,-8.01,23,5.82,20
309,krasnoselkup,RU,5/22/20,69.4,65.7,82.47,57,6.49,29
310,gasa,PS,5/22/20,82.99,31.5,34.47,60,1.99,0
311,moose factory,CA,5/22/20,37.4,51.26,-80.61,61,10.29,90
312,lahij,YE,5/22/20,87.8,13.17,44.58,48,13.67,53
313,newport,GB,5/22/20,64,51.59,-3,62,7,0
314,nalut,LY,5/22/20,89.11,30.33,10.85,16,12.15,90
315,gamba,GA,5/22/20,84.22,-2.65,10,69,9.1,20
316,voi,KE,5/22/20,78.04,-3.39,38.56,55,12.73,15
317,san agustin,MX,5/22/20,71.01,20.53,-103.47,42,4.21,20
318,matamoros,MX,5/22/20,77,25.53,-103.25,53,4.7,20
319,ambon,ID,5/22/20,81.36,-3.7,128.18,83,8.41,86
320,taunggyi,MM,5/22/20,69.8,20.78,97.03,66,3.4,100
321,muros,ES,5/22/20,70,42.78,-9.06,84,7,89
322,palmerston,AU,5/22/20,73.4,-12.49,130.98,64,13.87,93
323,namatanai,PG,5/22/20,80.55,-3.67,152.43,82,5.06,63
324,auki,SB,5/22/20,79.3,-8.77,160.7,87,4.27,20
325,mount isa,AU,5/22/20,51.8,-20.73,139.5,76,8.05,75
326,muzambinho,BR,5/22/20,70.3,-21.38,-46.53,74,7.43,46
327,comodoro rivadavia,AR,5/22/20,51.8,-45.87,-67.5,53,9.17,100
328,mgandu,TZ,5/22/20,68.94,-5.95,34.13,64,4.74,10
329,aksarka,RU,5/22/20,62.26,66.56,67.8,46,9.46,48
330,fairbanks,US,5/22/20,52,64.84,-147.72,70,1.83,1
331,leh,IN,5/22/20,53.98,34.17,77.58,31,5.26,100
332,tessalit,ML,5/22/20,99.99,20.2,1.01,9,19.3,0
333,mitu,CO,5/22/20,84,1.2,-70.17,78,3.47,1
334,markova,UA,5/22/20,60.8,48.68,24.41,26,11.18,35
335,sitka,US,5/22/20,46.4,57.05,-135.33,87,4.7,90
336,srednekolymsk,RU,5/22/20,30.65,67.45,153.68,90,8.46,85
337,blagoyevo,RU,5/22/20,40.1,63.37,47.92,90,11.36,100
338,manono,CD,5/22/20,83.68,-7.3,27.42,52,5.39,60
339,saint george,US,5/22/20,64.99,37.1,-113.58,28,3.36,1
340,buraydah,SA,5/22/20,100.4,26.33,43.98,13,8.05,20
341,westport,US,5/22/20,70,41.14,-73.36,63,6.93,1
342,bela,IN,5/22/20,96.39,25.93,81.98,10,3.29,0
343,cidreira,BR,5/22/20,68.56,-30.18,-50.21,93,0.78,100
344,ozark,US,5/22/20,63,37.02,-93.21,97,9.22,100
345,kununurra,AU,5/22/20,62.6,-15.77,128.73,67,14.99,78
346,kavieng,PG,5/22/20,82.78,-2.57,150.8,79,8.41,40
347,flinders,AU,5/22/20,55,-34.58,150.86,74,8.99,100
348,toshkivka,UA,5/22/20,56.86,48.78,38.58,54,6.08,99
349,harindanga,IN,5/22/20,84.24,22.04,88.32,83,13.62,0
350,innisfail,AU,5/22/20,68.43,-17.53,146.03,94,8.23,100
351,saint-joseph,RE,5/22/20,75.2,-21.37,55.62,73,27.51,20
352,magrath,CA,5/22/20,46.99,49.42,-112.87,65,14.99,90
353,half moon bay,US,5/22/20,55.99,37.46,-122.43,76,11.41,75
354,laguna,US,5/22/20,59,38.42,-121.42,72,3,18
355,bani,DO,5/22/20,87.01,18.28,-70.33,74,9.62,40
356,norman wells,CA,5/22/20,50,65.28,-126.83,57,5.82,75
357,novoilinsk,RU,5/22/20,46.67,51.68,108.71,72,2.35,10
358,pokhara,NP,5/22/20,77.13,28.23,83.98,55,3.49,82
359,isangel,VU,5/22/20,68.94,-19.55,169.27,70,6.15,95
360,sisimiut,GL,5/22/20,46.27,66.94,-53.67,54,9.82,38
361,lindenberg,DE,5/22/20,79,49.38,8.1,50,6.13,100
362,barra do garcas,BR,5/22/20,82.4,-15.89,-52.26,61,7.09,0
363,soubre,CI,5/22/20,85.41,5.79,-6.61,70,2.75,90
364,plouzane,FR,5/22/20,62.6,48.38,-4.62,59,16.11,75
365,kirksville,US,5/22/20,63,40.19,-92.58,88,8.05,90
366,ritchie,ZA,5/22/20,75.2,-29.04,24.6,24,5.82,0
367,ketchikan,US,5/22/20,51.8,55.34,-131.65,81,11.41,90
368,rongcheng,CN,5/22/20,69.3,30.63,117.85,84,3.04,22
369,humboldt,US,5/22/20,50,40.67,-123.92,87,4.7,75
370,seoul,KR,5/22/20,64.4,37.57,126.98,82,9.17,75
371,bhola,BD,5/22/20,84.13,22.68,90.65,82,13.31,8
372,imbituba,BR,5/22/20,73.4,-28.24,-48.67,94,8.05,40
373,richards bay,ZA,5/22/20,69.33,-28.78,32.04,64,4.07,0
374,grand gaube,MU,5/22/20,75,-20.01,57.66,69,10,11
375,ponta delgada,PT,5/22/20,60.8,37.73,-25.67,93,11.41,75
376,sishui,CN,5/22/20,75.11,35.65,117.28,27,9.91,23
377,alofi,NU,5/22/20,73.4,-19.06,-169.92,100,2.24,100
378,cookeville,US,5/22/20,66.2,36.16,-85.5,88,3.36,90
379,kallaste,EE,5/22/20,57.2,58.66,27.16,30,14.99,0
380,clyde river,CA,5/22/20,26.6,70.47,-68.59,86,3.36,20
381,pyapon,MM,5/22/20,86.02,16.28,95.68,70,10.56,89
382,grand-santi,GF,5/22/20,80.87,4.25,-54.38,88,3.71,80
383,giyon,ET,5/22/20,66.49,8.53,37.98,82,2.98,99
384,viedma,AR,5/22/20,55.56,-40.81,-63,43,8.48,0
385,grants,US,5/22/20,39.2,35.15,-107.85,23,3.36,1
386,college,US,5/22/20,52,64.86,-147.8,65,4.7,75
387,boddam,GB,5/22/20,59,57.47,-1.78,67,24.16,75
388,saint andrews,US,5/22/20,75.99,34.05,-81.13,77,3.36,40
389,lingsugur,IN,5/22/20,99.14,16.17,76.52,16,7.47,42
390,ingraj bazar,IN,5/22/20,77.72,25,88.15,84,10.09,0
391,itarema,BR,5/22/20,82.29,-2.92,-39.92,84,12.17,11
392,cotonou,BJ,5/22/20,89.6,6.37,2.42,70,18.34,40
393,coihaique,CL,5/22/20,39.2,-45.58,-72.07,80,8.05,75
394,abramovka,RU,5/22/20,55.54,51.19,41.02,54,2.3,97
395,petropavlovsk-kamchatskiy,RU,5/22/20,39.2,53.05,158.65,69,2.24,0
396,chumikan,RU,5/22/20,36.45,54.72,135.31,81,1.48,23
397,samarai,PG,5/22/20,80.58,-10.62,150.67,83,14.7,88
398,garissa,KE,5/22/20,88.05,-0.45,39.64,41,18.72,17
399,herat,AF,5/22/20,87.8,34.5,62,19,12.75,0
400,saldanha,ZA,5/22/20,68,-33.01,17.94,49,10.29,0
401,eyl,SO,5/22/20,93.13,7.98,49.82,44,20.38,42
402,bonavista,CA,5/22/20,53.01,48.65,-53.11,77,18.99,48
403,guanica,PR,5/22/20,89.01,17.97,-66.91,61,7,99
404,mopti,ML,5/22/20,107.6,14.67,-4,6,13.44,0
405,kangra,IN,5/22/20,83.46,32.1,76.27,19,6.58,33
406,martapura,ID,5/22/20,74.89,-3.42,114.85,96,2.57,95
407,mehamn,NO,5/22/20,46.4,71.04,27.85,42,5.82,0
408,bluefields,NI,5/22/20,81.97,12.01,-83.76,81,4.76,69
409,boralday,KZ,5/22/20,73.4,43.36,76.86,46,4.47,40
410,bathsheba,BB,5/22/20,86,13.22,-59.52,66,18.34,20
411,loa janan,ID,5/22/20,73.72,-0.58,117.09,98,2.62,100
412,deblin,PL,5/22/20,62.01,51.56,21.85,43,12.44,25
413,funadhoo,MV,5/22/20,85.01,6.15,73.27,77,16.58,100
414,tahoua,NE,5/22/20,104,14.89,5.27,3,9.17,0
415,mildura,AU,5/22/20,50,-34.2,142.15,100,5.82,90
416,rawson,AR,5/22/20,55.02,-43.3,-65.1,39,14.61,67
417,bahia honda,CU,5/22/20,84.36,22.9,-83.16,65,8.72,22
418,surt,LY,5/22/20,71.6,31.21,16.59,66,15.19,77
419,walvis bay,NA,5/22/20,80.6,-22.96,14.51,34,11.41,0
420,jerez,GT,5/22/20,79.25,14.1,-89.75,71,2.19,22
421,corner brook,CA,5/22/20,50,48.97,-57.95,37,11.41,40
422,kenai,US,5/22/20,44.6,60.55,-151.26,87,9.17,90
423,kabakovo,RU,5/22/20,66.2,54.54,56.15,48,15.66,75
424,dossor,KZ,5/22/20,87.01,47.53,52.98,24,6.33,99
425,raghunathpur,IN,5/22/20,90.97,23.55,86.67,39,9.84,0
426,pahrump,US,5/22/20,72,36.21,-115.98,26,10,0
427,juneau,US,5/22/20,48.99,58.3,-134.42,87,3.36,75
428,ushtobe,KZ,5/22/20,72.97,45.25,77.98,30,7.78,54
429,sarkand,KZ,5/22/20,65.75,45.41,79.92,40,0.16,92
430,bilibino,RU,5/22/20,25.18,68.05,166.44,94,3.74,93
431,faya,SA,5/22/20,75.2,18.39,42.45,49,6.93,75
432,nantucket,US,5/22/20,62.6,41.28,-70.1,72,17.22,1
433,hendrina,ZA,5/22/20,68,-26.16,29.72,36,5.97,0
434,fort nelson,CA,5/22/20,44.6,58.81,-122.7,87,5.82,90
435,porto nacional,BR,5/22/20,87.8,-10.71,-48.42,55,12.75,20
436,chavakachcheri,LK,5/22/20,84.22,9.66,80.16,81,19.84,59
437,asosa,ET,5/22/20,68.18,10.07,34.53,94,3.96,88
438,aklavik,CA,5/22/20,41,68.22,-135.01,48,2.24,20
439,barcelos,PT,5/22/20,75,41.54,-8.62,82,8.05,40
440,road town,VG,5/22/20,84.2,18.42,-64.62,74,9.17,40
441,tabou,CI,5/22/20,82.49,4.42,-7.35,73,10.11,33
442,tilichiki,RU,5/22/20,26.92,60.47,166.1,94,6.78,1
443,sangmelima,CM,5/22/20,83.89,2.93,11.98,56,2.64,75
444,huarmey,PE,5/22/20,69.98,-10.07,-78.15,67,7.23,63
445,bartica,GY,5/22/20,87.8,6.4,-58.62,62,11.41,40
446,madzhalis,RU,5/22/20,74.73,42.12,47.83,58,2.17,0
447,stornoway,GB,5/22/20,51.8,58.21,-6.39,87,35.57,90
448,kikwit,CD,5/22/20,86.54,-5.04,18.82,54,0.54,89
449,angarsk,RU,5/22/20,55.4,52.54,103.89,58,8.95,0
450,columbia,US,5/22/20,73.99,34,-81.03,73,3.36,40
451,lekoni,GA,5/22/20,86.86,-1.58,14.26,52,5.39,73
452,anori,BR,5/22/20,88.23,-3.77,-61.64,64,4.76,74
453,egvekinot,RU,5/22/20,23.23,66.32,-179.17,96,13.53,10
454,pallavaram,IN,5/22/20,91.4,12.98,80.18,66,6.93,75
455,kolokani,ML,5/22/20,106.65,13.57,-8.03,8,10.38,1
456,baykit,RU,5/22/20,62.91,61.67,96.37,40,2.06,4
457,inuvik,CA,5/22/20,42.8,68.35,-133.72,52,8.05,5
458,saharsa,IN,5/22/20,81.34,25.88,86.6,72,15.03,44
459,inirida,CO,5/22/20,76.8,3.87,-67.92,95,5.61,91
460,santa cruz cabralia,BR,5/22/20,80.6,-16.28,-39.02,74,4.7,75
461,gidam,IN,5/22/20,88.03,18.98,81.4,14,1.74,19
462,requena,ES,5/22/20,90,39.49,-1.1,20,5.01,23
463,kudahuvadhoo,MV,5/22/20,84.92,2.67,72.89,78,16.17,100
464,maroantsetra,MG,5/22/20,74.8,-15.43,49.73,87,12.06,96
465,hambantota,LK,5/22/20,82.35,6.12,81.12,80,16.67,72
466,la ronge,CA,5/22/20,41,55.1,-105.28,86,11.41,90
467,keuruu,FI,5/22/20,63,62.27,24.7,23,3.36,50
468,acapulco,MX,5/22/20,80.6,16.86,-99.89,78,2.24,20
469,roald,NO,5/22/20,63,62.58,6.13,48,14.99,100
470,usinsk,RU,5/22/20,54.66,65.99,57.53,80,7.02,98
471,palmer,US,5/22/20,73,42.16,-72.33,60,5.82,20
472,narsaq,GL,5/22/20,44.6,60.92,-46.05,52,2.24,75
473,zhuanghe,CN,5/22/20,61,39.7,122.99,88,4.23,98
474,larvik,NO,5/22/20,57,59.05,10.04,62,14.99,100
475,weligama,LK,5/22/20,81.34,5.97,80.42,88,9.78,87
476,waw,SS,5/22/20,77.95,7.7,28,77,8.81,99
477,mansa,IN,5/22/20,103.41,29.98,75.38,10,3.62,0
478,campoverde,PE,5/22/20,88.56,-8.48,-74.81,55,2.1,87
479,bhimavaram,IN,5/22/20,87.82,16.53,81.53,72,8.86,87
480,santo antonio do ica,BR,5/22/20,83.37,-3.1,-67.94,84,2.91,16
481,sevojno,RS,5/22/20,59,43.84,19.9,38,9.17,20
482,mecayapan,MX,5/22/20,78.8,18.22,-94.83,78,25.28,90
483,jaisalmer,IN,5/22/20,99.91,26.91,70.92,12,9.4,31
484,port shepstone,ZA,5/22/20,69.35,-30.74,30.45,79,2.73,0
485,goussainville,FR,5/22/20,77,49.03,2.47,53,12.75,75
486,manacapuru,BR,5/22/20,84.2,-3.3,-60.62,74,10.29,40
487,noumea,NC,5/22/20,70,-22.28,166.46,77,5.82,100
488,adre,TD,5/22/20,98.04,13.47,22.2,17,9.89,83
489,salalah,OM,5/22/20,87.8,17.02,54.09,79,11.41,20
490,whitehorse,CA,5/22/20,42.8,60.72,-135.05,52,6.93,5
491,sturgeon falls,CA,5/22/20,72,46.36,-79.93,39,3.36,20
492,emerald,AU,5/22/20,55.4,-23.53,148.17,87,4.7,90
493,saint-georges,GD,5/22/20,86,12.06,-61.75,79,19.46,40
494,rognan,NO,5/22/20,57.99,67.1,15.39,39,11.99,14
495,shu,KZ,5/22/20,69.89,43.6,73.76,45,7.29,14
496,fort abbas,PK,5/22/20,104.83,29.19,72.85,10,13.42,2
497,rio gallegos,AR,5/22/20,44.6,-51.62,-69.22,69,13.87,100
498,vasalemma,EE,5/22/20,60.8,59.24,24.29,29,10.29,0
499,rudbar,AF,5/22/20,89.53,30.15,62.6,12,9.1,0
500,hue,VN,5/22/20,89.6,16.47,107.6,62,4.7,20
501,sosnovo-ozerskoye,RU,5/22/20,48.25,52.52,111.54,52,5.08,69
502,poso,ID,5/22/20,78.35,-1.4,120.75,84,7.11,100
503,guane,CU,5/22/20,87.17,22.2,-84.09,57,11.5,4
504,verkhoyansk,RU,5/22/20,31.64,67.54,133.38,92,6.64,17
505,kota,IN,5/22/20,98.35,25.18,75.83,13,9.28,0
506,pemangkat,ID,5/22/20,79.05,1.17,108.97,80,5.26,100
507,gat,IL,5/22/20,82.99,31.61,34.76,60,3,0
508,sainte-maxime,FR,5/22/20,84.2,43.3,6.63,39,8.05,20
509,dingtao,CN,5/22/20,74.73,35.07,115.56,20,9.13,0
510,kurilsk,RU,5/22/20,37.45,45.23,147.88,80,8.66,59
511,dubbo,AU,5/22/20,39.2,-32.25,148.62,93,3.36,0
512,hedaru,TZ,5/22/20,73.54,-4.5,37.9,68,11.23,5
513,santa flavia,IT,5/22/20,75,38.09,13.54,33,11.99,0
514,glenwood springs,US,5/22/20,48.99,39.55,-107.32,43,5.82,1
515,kanigoro,ID,5/22/20,76.44,-8.13,112.22,86,1.45,99
516,la asuncion,VE,5/22/20,93.2,11.03,-63.86,59,19.46,0
517,broome,US,5/22/20,70,42.25,-75.83,68,5.82,1
518,oum hadjer,TD,5/22/20,102.07,13.3,19.7,19,3.98,84
519,komsomolskiy,UZ,5/22/20,84.2,40.43,71.72,20,4.7,94
520,crystal beach,CA,5/22/20,73.99,42.87,-79.06,58,1.99,47
521,coruripe,BR,5/22/20,83.8,-10.13,-36.18,73,11.56,15
522,masiga,PH,5/22/20,82,13.36,121.83,90,6.78,100
523,alice springs,AU,5/22/20,42.8,-23.7,133.88,48,5.82,0
524,vestmannaeyjar,IS,5/22/20,50,63.44,-20.27,76,11.41,40
525,traverse city,US,5/22/20,69.8,44.76,-85.62,64,4.7,75
526,skhisma,GR,5/22/20,73,35.27,25.72,52,18.34,75
527,leningradskiy,RU,5/22/20,22.17,69.38,178.42,95,2.98,0
528,mareeba,AU,5/22/20,70,-17,145.43,95,7,100
529,marystown,CA,5/22/20,45.55,47.17,-55.15,77,24.79,100
530,aykhal,RU,5/22/20,60.8,66,111.5,80,4.47,0
531,gargzdai,LT,5/22/20,53.6,55.71,21.4,62,8.05,50
532,guilin,CN,5/22/20,75.2,25.28,110.29,88,4.47,75
533,guatire,VE,5/22/20,90.36,10.48,-66.54,46,5.55,4
534,sorong,ID,5/22/20,82.06,-0.88,131.25,76,2.42,98
535,rovaniemi,FI,5/22/20,55.4,66.5,25.72,26,11.41,40
536,san quintin,MX,5/22/20,62.37,30.48,-115.95,76,2.59,51
537,guadalajara,MX,5/22/20,71.01,20.67,-103.33,42,3.42,20
538,campbellford,CA,5/22/20,77,44.31,-77.8,60,5.82,20
539,nekhayevskiy,RU,5/22/20,61,50.41,41.76,41,3,95
540,belmonte,BR,5/22/20,80.6,-15.86,-38.88,74,4.7,75
541,billings,US,5/22/20,59,45.78,-108.5,50,10.29,75
542,ulaangom,MN,5/22/20,65.17,49.98,92.07,26,5.59,99
543,maltahohe,NA,5/22/20,74.68,-24.83,16.98,19,8.52,0
544,naze,JP,5/22/20,71.6,28.37,129.48,88,11.41,75
545,fayaoue,NC,5/22/20,73.35,-20.65,166.53,64,9.28,100
546,gubkinskiy,RU,5/22/20,65.95,64.43,76.5,35,8.57,67
547,rocha,UY,5/22/20,60.66,-34.48,-54.33,83,19.86,100
548,sabzevar,IR,5/22/20,86.02,36.21,57.68,14,1.97,0
549,parkersburg,US,5/22/20,66.99,39.27,-81.56,88,5.19,75
550,rafaela,AR,5/22/20,50,-31.25,-61.49,72,11.01,100
551,plettenberg bay,ZA,5/22/20,63.54,-34.05,23.37,75,2.17,2
552,paragominas,BR,5/22/20,82.67,-2.97,-47.48,86,4.63,58
553,tadine,NC,5/22/20,68.77,-21.55,167.88,68,6.35,71
554,colares,PT,5/22/20,77,38.8,-9.45,77,12.75,20
555,vilhena,BR,5/22/20,80.6,-12.74,-60.15,74,8.05,18
556,mpika,ZM,5/22/20,64.94,-11.83,31.45,63,6.2,46
557,marsh harbour,BS,5/22/20,78.98,26.54,-77.06,76,13.33,100
558,yumen,CN,5/22/20,69.57,40.28,97.2,28,5.53,100
559,maniitsoq,GL,5/22/20,39.13,65.42,-52.9,75,3,4
560,aanekoski,FI,5/22/20,62.01,62.69,25.82,24,5.82,24
561,ringkobing,DK,5/22/20,57.99,56.09,8.24,93,17.22,75
562,wilmington,US,5/22/20,78.01,34.23,-77.94,83,4.7,40
563,eydhafushi,MV,5/22/20,85.01,5.1,73.07,75,15.61,100
564,lae,PG,5/22/20,77.81,-6.72,146.98,72,5.37,100
565,la grande,US,5/22/20,42.01,45.32,-118.09,86,4.7,75
566,kushima,JP,5/22/20,64.8,31.46,131.23,88,4.72,100